gene_id	RBP_only_corr	RBP_and_lncRNA_corr
ENSG00000120738	0.00713	0.00018
ENSG00000137509	0.12856	0.16695
ENSG00000112787	0.27656	0.25915
ENSG00000125170	0.202	0.20247
ENSG00000155090	-0.00577	0.03616
ENSG00000172432	0.06584	0.0779
ENSG00000011566	0.15479	0.17473
ENSG00000113583	0.26322	0.26111
ENSG00000130821	0.25002	0.27338
ENSG00000144566	0.06612	0.05462
ENSG00000168575	0.27429	0.26739
ENSG00000001084	0.05653	0.04404
ENSG00000076706	0.29167	0.28909
ENSG00000158747	0.31239	0.32543
ENSG00000134363	0.2765	0.27641
ENSG00000196588	0.0446	0.02415
ENSG00000163875	0.38205	0.3842
ENSG00000108557	0.244	0.3098
ENSG00000171603	0.28695	0.31751
ENSG00000144579	-0.02113	-0.03196
ENSG00000100425	0.29699	0.29475
ENSG00000164251	0.26409	0.2498
ENSG00000130779	0.33443	0.32691
ENSG00000011304	0.26112	0.28407
ENSG00000134326	0.06978	0.02839
ENSG00000068885	0.21923	0.23154
ENSG00000163527	0.32825	0.32099
ENSG00000034677	0.09822	0.13759
ENSG00000101665	0.21316	0.20267
ENSG00000181027	0.2732	0.26927
ENSG00000197081	0.15194	0.18376
ENSG00000102996	0.22083	0.22603
ENSG00000154080	0.06665	0.02026
ENSG00000111907	0.22083	0.21455
ENSG00000160014	0.19039	0.20292
ENSG00000009335	0.18945	0.21517
ENSG00000102554	0.20239	0.18725
ENSG00000196937	0.04096	0.04559
ENSG00000068078	0.00744	0.01266
ENSG00000139292	0.22625	0.23116
ENSG00000131873	0.11936	0.10607
ENSG00000008130	0.28045	0.27288
ENSG00000159200	0.22316	0.23287
ENSG00000148400	-0.03432	0.00094
ENSG00000196792	0.24121	0.25168
ENSG00000101150	0.37636	0.37623
ENSG00000156650	0.40602	0.40451
ENSG00000170448	0.37448	0.38411
ENSG00000131165	0.21494	0.2505
ENSG00000171867	0.40848	0.41578
ENSG00000164305	0.25869	0.25729
ENSG00000119541	0.19216	0.18815
ENSG00000143126	0.20103	0.23056
ENSG00000240849	0.2664	0.28455
ENSG00000187164	0.14793	0.18378
ENSG00000085721	0.26231	0.26914
ENSG00000184916	0.32645	0.3199
ENSG00000012660	0.01576	0.03394
ENSG00000054598	0.24023	0.20752
ENSG00000135097	0.18009	0.19861
ENSG00000133872	0.06767	0.10508
ENSG00000198915	0.10027	0.09195
ENSG00000189067	0.15878	0.13843
ENSG00000198959	0.36625	0.34898
ENSG00000127948	0.1897	0.22505
ENSG00000164830	0.20686	0.20101
ENSG00000044574	0.26647	0.26239
ENSG00000165802	0.16778	0.18045
ENSG00000130449	0.18362	0.17447
ENSG00000161526	0.17676	0.18733
ENSG00000154734	0.40454	0.39801
ENSG00000108639	0.05071	0.04378
ENSG00000186834	0.22071	0.22376
ENSG00000162734	0.45542	0.46522
ENSG00000006453	0.21065	0.18828
ENSG00000115806	0.02414	0.02716
ENSG00000205213	0.17464	0.16415
ENSG00000038427	0.28486	0.28388
ENSG00000165355	0.25611	0.26024
ENSG00000184937	0.01154	0.02499
ENSG00000116731	0.45673	0.46345
ENSG00000112874	0.05486	0.02675
ENSG00000157240	0.12708	0.08162
ENSG00000198435	0.35575	0.31497
ENSG00000066629	0.23059	0.22557
ENSG00000173334	0.1442	0.12179
ENSG00000111737	0.05729	0.04447
ENSG00000136842	0.08843	0.08921
ENSG00000181751	0.14775	0.14254
ENSG00000198814	0.31438	0.22279
ENSG00000153339	0.38157	0.40877
ENSG00000112033	0.32305	0.32997
ENSG00000141551	0.31429	0.31983
ENSG00000221978	0.27317	0.25461
ENSG00000129911	0.24006	0.26655
ENSG00000100241	0.00695	0.13567
ENSG00000158321	0.19615	0.2544
ENSG00000157404	0.04225	0.06574
ENSG00000004799	-0.14683	-0.05324
ENSG00000241839	0.22939	0.2269
ENSG00000108669	0.14201	0.15782
ENSG00000155760	0.27803	0.2737
ENSG00000130340	0.24329	0.26217
ENSG00000082074	-0.08507	-0.00205
ENSG00000091129	0.0852	0.09695
ENSG00000173064	0.37316	0.37069
ENSG00000110048	0.24729	0.24454
ENSG00000134755	0.20511	0.19866
ENSG00000046604	0.21147	0.20738
ENSG00000105976	0.30964	0.32094
ENSG00000130749	0.25103	0.2463
ENSG00000110075	0.32588	0.31908
ENSG00000181104	0.27851	0.27245
ENSG00000146830	0.23344	0.23053
ENSG00000125347	-0.00951	0.06708
ENSG00000184384	0.21542	0.2071
ENSG00000134910	0.08066	0.10536
ENSG00000197037	0.05086	0.03647
ENSG00000140332	0.24206	0.32493
ENSG00000204519	0.34547	0.34856
ENSG00000121481	0.33576	0.35398
ENSG00000166454	0.16543	0.16325
ENSG00000101670	0.27937	0.31594
ENSG00000146083	0.4202	0.41744
ENSG00000130164	0.22576	0.22727
ENSG00000084676	0.39748	0.39198
ENSG00000184545	0.16832	0.20975
ENSG00000139718	0.2742	0.25858
ENSG00000119707	0.32127	0.32895
ENSG00000074755	-0.02593	-0.05263
ENSG00000157107	0.22192	0.21489
ENSG00000176597	0.23002	0.22836
ENSG00000105971	0.45932	0.45592
ENSG00000106078	0.14131	0.15043
ENSG00000011007	0.29834	0.29695
ENSG00000155304	0.07171	0.0745
ENSG00000185950	0.049	0.07587
ENSG00000071564	0.27382	0.2676
ENSG00000163347	0.33871	0.33238
ENSG00000065809	0.09907	0.10113
ENSG00000069020	0.11734	0.08832
ENSG00000122574	0.06681	0.1032
ENSG00000165915	0.4625	0.46783
ENSG00000121281	-0.12891	0.04249
ENSG00000130224	0.10829	0.10908
ENSG00000005020	0.00608	-0.0012
ENSG00000181744	0.28782	0.29206
ENSG00000106299	0.18348	0.20871
ENSG00000069424	0.29285	0.28901
ENSG00000183723	0.2372	0.23769
ENSG00000042429	0.29537	0.29179
ENSG00000142599	0.36351	0.374
ENSG00000132294	0.11021	0.0991
ENSG00000158805	0.15011	0.17659
ENSG00000141644	0.10389	0.14149
ENSG00000143641	0.33625	0.33341
ENSG00000005339	0.33328	0.32774
ENSG00000118200	0.21715	0.2106
ENSG00000176490	-0.03798	-0.0489
ENSG00000182771	0.1647	0.18002
ENSG00000178538	0.03503	0.02225
ENSG00000168743	0.13524	0.12138
ENSG00000185551	0.31591	0.32153
ENSG00000005893	0.26679	0.26062
ENSG00000197122	0.22137	0.31604
ENSG00000143093	0.31809	0.30762
ENSG00000166086	0.02488	0.02376
ENSG00000110881	0.03571	0.02615
ENSG00000011275	0.15156	0.15385
ENSG00000116675	0.17875	0.18431
ENSG00000086062	0.32606	0.3186
ENSG00000183864	0.187	0.19291
ENSG00000198363	0.35953	0.38074
ENSG00000143384	0.066	0.12628
ENSG00000088256	0.35227	0.40573
ENSG00000140391	0.04747	0.10016
ENSG00000102158	0.12415	0.11906
ENSG00000166734	0.07191	0.07166
ENSG00000072786	0.24324	0.24962
ENSG00000183495	0.23551	0.22445
ENSG00000184602	0.15528	0.1994
ENSG00000084444	0.23175	0.22196
ENSG00000132824	0.16198	0.1575
ENSG00000140941	0.15625	0.14943
ENSG00000164402	0.19861	0.23338
ENSG00000204256	0.369	0.37585
ENSG00000130559	0.3248	0.34407
ENSG00000164181	0.1581	0.15384
ENSG00000179152	0.09811	0.09717
ENSG00000086619	0.19127	0.19416
ENSG00000186111	0.19981	0.21633
ENSG00000106948	0.23852	0.20845
ENSG00000205339	0.13673	0.12916
ENSG00000135503	0.23783	0.2162
ENSG00000198142	0.22714	0.2237
ENSG00000151025	0.08368	0.09038
ENSG00000113916	-0.02662	-0.02319
ENSG00000122042	0.16984	0.20516
ENSG00000148719	0.27086	0.27491
ENSG00000129933	0.20047	0.1921
ENSG00000196743	0.30959	0.31059
ENSG00000162231	0.30066	0.30829
ENSG00000091009	0.28345	0.30375
ENSG00000106546	0.28939	0.28102
ENSG00000108946	0.04146	0.05182
ENSG00000131398	0.20362	0.20409
ENSG00000166471	0.2059	0.20737
ENSG00000128595	0.42029	0.42802
ENSG00000168421	0.42665	0.44531
ENSG00000205133	0.08938	0.08087
ENSG00000206560	0.16155	0.163
ENSG00000008256	0.33057	0.34193
ENSG00000170242	0.18488	0.17924
ENSG00000117868	0.01712	-0.04944
ENSG00000198561	0.34188	0.32515
ENSG00000140577	0.04074	0.01987
ENSG00000134287	-0.09493	-0.11333
ENSG00000142875	-0.00045	-0.00445
ENSG00000171988	0.36267	0.35451
ENSG00000153214	0.0489	0.05026
ENSG00000168461	0.34212	0.344
ENSG00000170248	0.09073	0.07909
ENSG00000151553	0.0437	0.03679
ENSG00000095637	0.11456	0.18264
ENSG00000133657	0.1245	0.10844
ENSG00000065911	0.45499	0.47321
ENSG00000137075	0.4774	0.47862
ENSG00000157933	0.34759	0.34926
ENSG00000198399	0.43049	0.43285
ENSG00000138594	0.14888	0.13181
ENSG00000115993	0.11258	0.10869
ENSG00000166532	0.0746	0.0665
ENSG00000067369	0.23018	0.23771
ENSG00000146530	0.17826	0.20522
ENSG00000011523	0.48391	0.48847
ENSG00000071054	0.20975	0.21907
ENSG00000170348	0.09464	0.10712
ENSG00000178951	0.14409	0.20312
ENSG00000107929	0.22792	0.23191
ENSG00000179364	0.28057	0.27126
ENSG00000158470	0.19488	0.25531
ENSG00000151458	0.2179	0.22182
ENSG00000114554	0.2503	0.26797
ENSG00000124151	0.08195	0.07947
ENSG00000025039	0.29734	0.29475
ENSG00000162367	0.14414	0.16844
ENSG00000102471	0.02987	0.03959
ENSG00000180530	0.14953	0.10146
ENSG00000117020	0.01564	0.03342
ENSG00000151150	0.15201	0.19615
ENSG00000137942	0.37678	0.38978
ENSG00000096070	0.27517	0.26921
ENSG00000187109	0.24701	0.24429
ENSG00000131023	0.38069	0.37462
ENSG00000196227	0.33441	0.33815
ENSG00000170915	0.15065	0.14342
ENSG00000065613	0.12423	0.10508
ENSG00000067082	0.15049	0.13536
ENSG00000121749	0.31341	0.31872
ENSG00000138448	0.42445	0.42307
ENSG00000147454	-0.06032	0.09546
ENSG00000136536	0.34076	0.34075
ENSG00000162337	0.20794	0.20147
ENSG00000131149	0.37163	0.36599
ENSG00000138593	0.05541	0.05429
ENSG00000068305	0.29075	0.28552
ENSG00000204681	0.14968	0.14289
ENSG00000037749	0.12212	0.1161
ENSG00000116191	0.06992	0.0646
ENSG00000162512	0.27345	0.30788
ENSG00000145734	0.39096	0.40199
ENSG00000050820	0.49174	0.50772
ENSG00000187678	0.1029	0.14778
ENSG00000023909	0.26504	0.26062
ENSG00000178904	0.24566	0.25758
ENSG00000007168	0.04566	0.06007
ENSG00000183579	0.2106	0.2751
ENSG00000116017	0.28537	0.29619
ENSG00000038532	0.16333	0.15794
ENSG00000113580	0.12898	0.19525
ENSG00000116604	0.1606	0.21987
ENSG00000108510	0.45372	0.44966
ENSG00000163293	0.20616	0.19666
ENSG00000139826	0.29011	0.28899
ENSG00000101346	0.33967	0.34744
ENSG00000105939	0.08354	0.16749
ENSG00000196776	0.07667	0.07364
ENSG00000124486	0.2142	0.19543
ENSG00000173276	0.23534	0.23542
ENSG00000103111	0.21618	0.21036
ENSG00000110723	0.19018	0.17717
ENSG00000011201	0.20297	0.19927
ENSG00000077147	0.12651	0.11862
ENSG00000163110	0.35212	0.34508
ENSG00000100697	0.36929	0.37797
ENSG00000165813	0.25311	0.25544
ENSG00000156675	0.15958	0.14779
ENSG00000029363	0.4197	0.41916
ENSG00000182957	0.0443	0.13034
ENSG00000197860	-0.13277	-0.07274
ENSG00000100154	0.11375	0.12826
ENSG00000160218	0.24195	0.24249
ENSG00000186591	0.19329	0.18664
ENSG00000133985	0.16462	0.16612
ENSG00000078140	0.4472	0.4433
ENSG00000151692	0.10484	0.10298
ENSG00000136603	-0.009	-0.02246
ENSG00000132359	0.22034	0.22299
ENSG00000080815	0.14755	0.18523
ENSG00000183508	0.19373	0.1964
ENSG00000134243	0.0726	0.11688
ENSG00000213853	0.08861	0.06713
ENSG00000114331	0.35344	0.3308
ENSG00000183943	0.44525	0.45045
ENSG00000089057	0.01452	0.01057
ENSG00000101152	0.24425	0.2883
ENSG00000111860	0.13905	0.13779
ENSG00000006468	-0.0211	-0.01692
ENSG00000127329	0.16997	0.16203
ENSG00000116852	0.34464	0.33718
ENSG00000179454	0.33777	0.35858
ENSG00000164938	0.21905	0.2093
ENSG00000109118	0.33848	0.33512
ENSG00000082258	0.45816	0.45628
ENSG00000132326	0.33826	0.33303
ENSG00000125827	0.18391	0.17682
ENSG00000025293	0.0845	0.07007
ENSG00000169641	0.41564	0.42014
ENSG00000117500	0.11985	0.11954
ENSG00000163577	0.26338	0.3018
ENSG00000122779	0.42211	0.42362
ENSG00000148358	0.27068	0.26683
ENSG00000174437	0.13381	0.13441
ENSG00000166900	-0.00498	0.09191
ENSG00000108582	-0.05867	-0.08884
ENSG00000153936	0.38085	0.37817
ENSG00000165633	0.10503	0.09532
ENSG00000118217	0.08764	0.1521
ENSG00000071537	0.12619	0.15285
ENSG00000187134	0.25181	0.25059
ENSG00000048471	0.09815	0.08447
ENSG00000122068	0.21822	0.21715
ENSG00000152127	0.04969	0.17115
ENSG00000113742	0.08164	0.08805
ENSG00000187605	0.49748	0.49005
ENSG00000149289	0.22257	0.20117
ENSG00000147852	-0.04423	-0.01968
ENSG00000123575	0.12852	0.13772
ENSG00000100596	0.19308	0.18232
ENSG00000109133	0.2546	0.26219
ENSG00000135968	0.28122	0.27364
ENSG00000164327	0.23141	0.28216
ENSG00000105926	0.22607	0.23292
ENSG00000205189	0.33333	0.32754
ENSG00000088179	0.4419	0.43544
ENSG00000169359	0.07671	0.07851
ENSG00000149212	0.20212	0.21472
ENSG00000124209	0.20601	0.22863
ENSG00000083312	0.05589	0.04525
ENSG00000143970	0.49864	0.4974
ENSG00000128585	0.1746	0.16904
ENSG00000160551	0.19386	0.21312
ENSG00000078177	0.56805	0.59164
ENSG00000151422	-0.06484	-0.07968
ENSG00000118922	0.17019	0.16447
ENSG00000105810	-0.00184	0.06237
ENSG00000106460	-0.05792	-0.05634
ENSG00000100354	0.33124	0.32763
ENSG00000055609	0.47724	0.47189
ENSG00000079950	0.24235	0.24323
