gene_id	RBP_only_corr	RBP_and_lncRNA_corr
ENSG00000147852	0.00361	0.05191
ENSG00000123575	0.16343	0.25557
ENSG00000100596	0.14698	0.14537
ENSG00000109133	0.2806	0.27631
ENSG00000135968	0.25944	0.33191
ENSG00000164327	0.30088	0.35858
ENSG00000105926	0.27299	0.275
ENSG00000205189	0.37774	0.37388
ENSG00000088179	0.43981	0.49391
ENSG00000169359	-0.05672	0.1378
ENSG00000149212	0.19786	0.21902
ENSG00000124209	0.13418	0.15138
ENSG00000083312	0.01654	0.07275
ENSG00000143970	0.59189	0.59064
ENSG00000128585	0.25656	0.28393
ENSG00000160551	0.2408	0.27059
ENSG00000078177	0.61822	0.62185
ENSG00000151422	-0.11288	0.0563
ENSG00000118922	0.18909	0.18653
ENSG00000105810	0.10771	0.11976
ENSG00000106460	0.11403	0.21958
ENSG00000100354	0.51213	0.50688
ENSG00000055609	0.59123	0.61279
ENSG00000079950	0.05928	0.09932
