gene_id	RBP_only_corr	RBP_and_lncRNA_corr
ENSG00000135269	0.05247	0.04824
ENSG00000123636	0.41263	0.40366
ENSG00000167110	0.33094	0.32166
ENSG00000108262	0.11564	0.11242
ENSG00000254087	0.17956	0.19013
ENSG00000125304	0.00376	0.00857
ENSG00000109046	0.20878	0.2023
ENSG00000050405	0.31977	0.34253
ENSG00000131435	0.39325	0.39496
ENSG00000146757	0.44256	0.44686
ENSG00000127561	0.08126	0.13165
ENSG00000120738	0.00713	0.03479
ENSG00000137509	0.12856	0.1372
ENSG00000112787	0.27656	0.271
ENSG00000125170	0.202	0.16859
ENSG00000155090	-0.00577	-0.01328
ENSG00000172432	0.06584	0.08495
ENSG00000011566	0.15479	0.15274
ENSG00000113583	0.26322	0.24345
ENSG00000130821	0.25002	0.24114
ENSG00000144566	0.06612	0.07542
ENSG00000168575	0.27429	0.29089
ENSG00000001084	0.05653	0.10371
ENSG00000076706	0.29167	0.29172
ENSG00000158747	0.31239	0.33479
ENSG00000134363	0.2765	0.27544
ENSG00000196588	0.0446	0.04307
ENSG00000163875	0.38205	0.38288
ENSG00000108557	0.244	0.24057
ENSG00000171603	0.28695	0.28266
ENSG00000144579	-0.02113	-0.00306
ENSG00000100425	0.29699	0.2965
ENSG00000164251	0.26409	0.29007
ENSG00000130779	0.33443	0.34346
ENSG00000011304	0.26112	0.25496
ENSG00000134326	0.06978	0.08385
ENSG00000068885	0.21923	0.2205
ENSG00000163527	0.32825	0.32602
ENSG00000034677	0.09822	0.08869
ENSG00000101665	0.21316	0.20272
ENSG00000181027	0.2732	0.26906
ENSG00000197081	0.15194	0.16404
ENSG00000102996	0.22083	0.21949
ENSG00000154080	0.06665	0.05837
ENSG00000111907	0.22083	0.2191
ENSG00000160014	0.19039	0.19086
ENSG00000009335	0.18945	0.19076
ENSG00000102554	0.20239	0.22576
ENSG00000196937	0.04096	0.04751
ENSG00000068078	0.00744	0.01857
ENSG00000139292	0.22625	0.20823
ENSG00000131873	0.11936	0.12443
ENSG00000008130	0.28045	0.27758
ENSG00000159200	0.22316	0.2293
ENSG00000148400	-0.03432	0.05115
ENSG00000196792	0.24121	0.24303
ENSG00000101150	0.37636	0.38414
ENSG00000156650	0.40602	0.4176
ENSG00000170448	0.37448	0.38172
ENSG00000131165	0.21494	0.21929
ENSG00000171867	0.40848	0.41754
ENSG00000164305	0.25869	0.24771
ENSG00000119541	0.19216	0.17963
ENSG00000143126	0.20103	0.19706
ENSG00000240849	0.2664	0.26109
ENSG00000187164	0.14793	0.13593
ENSG00000085721	0.26231	0.25496
ENSG00000184916	0.32645	0.32062
ENSG00000012660	0.01576	-0.00305
ENSG00000054598	0.24023	0.25034
ENSG00000135097	0.18009	0.18428
ENSG00000133872	0.06767	0.05895
ENSG00000198915	0.10027	0.09404
ENSG00000189067	0.15878	0.16022
ENSG00000198959	0.36625	0.38058
ENSG00000127948	0.1897	0.17907
ENSG00000164830	0.20686	0.1915
ENSG00000044574	0.26647	0.25038
ENSG00000165802	0.16778	0.15367
ENSG00000130449	0.18362	0.19821
ENSG00000161526	0.17676	0.1676
ENSG00000154734	0.40454	0.4027
ENSG00000108639	0.05071	0.04838
ENSG00000186834	0.22071	0.22908
ENSG00000162734	0.45542	0.46035
ENSG00000006453	0.21065	0.20487
ENSG00000115806	0.02414	0.00195
ENSG00000205213	0.17464	0.18154
ENSG00000038427	0.28486	0.28345
ENSG00000165355	0.25611	0.25744
ENSG00000184937	0.01154	0.00709
ENSG00000116731	0.45673	0.46139
ENSG00000112874	0.05486	0.05087
ENSG00000157240	0.12708	0.13558
ENSG00000198435	0.35575	0.33998
ENSG00000066629	0.23059	0.26003
ENSG00000173334	0.1442	0.12583
ENSG00000111737	0.05729	0.05291
ENSG00000136842	0.08843	0.11518
ENSG00000181751	0.14775	0.16054
ENSG00000198814	0.31438	0.32016
ENSG00000153339	0.38157	0.37897
ENSG00000112033	0.32305	0.33589
ENSG00000141551	0.31429	0.30587
ENSG00000221978	0.27317	0.30311
ENSG00000129911	0.24006	0.23673
ENSG00000100241	0.00695	-0.00714
ENSG00000158321	0.19615	0.18643
ENSG00000157404	0.04225	0.04349
ENSG00000004799	-0.14683	-0.14669
ENSG00000241839	0.22939	0.22304
ENSG00000108669	0.14201	0.14219
ENSG00000155760	0.27803	0.27343
ENSG00000130340	0.24329	0.27033
ENSG00000082074	-0.08507	-0.05676
ENSG00000091129	0.0852	0.07732
ENSG00000173064	0.37316	0.39667
ENSG00000110048	0.24729	0.24141
ENSG00000134755	0.20511	0.21954
ENSG00000046604	0.21147	0.23468
ENSG00000105976	0.30964	0.32166
ENSG00000130749	0.25103	0.24672
ENSG00000110075	0.32588	0.3211
ENSG00000181104	0.27851	0.27601
ENSG00000146830	0.23344	0.24671
ENSG00000125347	-0.00951	0.01029
ENSG00000184384	0.21542	0.21693
ENSG00000134910	0.08066	0.07503
ENSG00000197037	0.05086	0.04558
ENSG00000140332	0.24206	0.24877
ENSG00000204519	0.34547	0.33918
ENSG00000121481	0.33576	0.33231
ENSG00000166454	0.16543	0.15497
ENSG00000101670	0.27937	0.299
ENSG00000146083	0.4202	0.42503
ENSG00000130164	0.22576	0.24558
ENSG00000084676	0.39748	0.39924
ENSG00000184545	0.16832	0.17944
ENSG00000139718	0.2742	0.29184
ENSG00000119707	0.32127	0.3243
ENSG00000074755	-0.02593	-0.01435
ENSG00000157107	0.22192	0.24691
ENSG00000176597	0.23002	0.22689
ENSG00000105971	0.45932	0.47447
ENSG00000106078	0.14131	0.13879
ENSG00000011007	0.29834	0.28813
ENSG00000155304	0.07171	0.07663
ENSG00000185950	0.049	0.05024
ENSG00000071564	0.27382	0.28182
ENSG00000163347	0.33871	0.35501
ENSG00000065809	0.09907	0.1104
ENSG00000069020	0.11734	0.12789
ENSG00000122574	0.06681	0.05827
ENSG00000165915	0.4625	0.46217
ENSG00000121281	-0.12891	-0.12589
ENSG00000130224	0.10829	0.09092
ENSG00000005020	0.00608	0.01534
ENSG00000181744	0.28782	0.29327
ENSG00000106299	0.18348	0.17662
ENSG00000069424	0.29285	0.28895
ENSG00000183723	0.2372	0.24887
ENSG00000042429	0.29537	0.29266
ENSG00000142599	0.36351	0.35374
ENSG00000132294	0.11021	0.15287
ENSG00000158805	0.15011	0.17687
ENSG00000141644	0.10389	0.13253
ENSG00000143641	0.33625	0.33635
ENSG00000005339	0.33328	0.33268
ENSG00000118200	0.21715	0.21921
ENSG00000176490	-0.03798	0.01601
ENSG00000182771	0.1647	0.18612
ENSG00000178538	0.03503	0.02651
ENSG00000168743	0.13524	0.13594
ENSG00000185551	0.31591	0.32025
ENSG00000005893	0.26679	0.27195
ENSG00000197122	0.22137	0.23992
ENSG00000143093	0.31809	0.32459
ENSG00000166086	0.02488	0.03853
ENSG00000110881	0.03571	0.03161
ENSG00000011275	0.15156	0.13651
ENSG00000116675	0.17875	0.18901
ENSG00000086062	0.32606	0.33778
ENSG00000183864	0.187	0.19269
ENSG00000198363	0.35953	0.3737
ENSG00000143384	0.066	0.06792
ENSG00000088256	0.35227	0.34647
ENSG00000140391	0.04747	0.03306
ENSG00000102158	0.12415	0.11994
ENSG00000166734	0.07191	0.06118
ENSG00000072786	0.24324	0.23189
ENSG00000183495	0.23551	0.22983
ENSG00000184602	0.15528	0.14441
ENSG00000084444	0.23175	0.2451
ENSG00000132824	0.16198	0.15204
ENSG00000140941	0.15625	0.13942
ENSG00000164402	0.19861	0.18858
ENSG00000204256	0.369	0.39875
ENSG00000130559	0.3248	0.32518
ENSG00000164181	0.1581	0.1534
ENSG00000179152	0.09811	0.11679
ENSG00000086619	0.19127	0.22275
ENSG00000186111	0.19981	0.20276
ENSG00000106948	0.23852	0.23561
ENSG00000205339	0.13673	0.12077
ENSG00000135503	0.23783	0.22628
ENSG00000198142	0.22714	0.22269
ENSG00000151025	0.08368	0.07815
ENSG00000113916	-0.02662	0.0085
ENSG00000122042	0.16984	0.18411
ENSG00000148719	0.27086	0.27953
ENSG00000129933	0.20047	0.22092
ENSG00000196743	0.30959	0.30608
ENSG00000162231	0.30066	0.30761
ENSG00000091009	0.28345	0.27521
ENSG00000106546	0.28939	0.31028
ENSG00000108946	0.04146	0.04464
ENSG00000131398	0.20362	0.19704
ENSG00000166471	0.2059	0.20185
ENSG00000128595	0.42029	0.41885
ENSG00000168421	0.42665	0.42572
ENSG00000205133	0.08938	0.09942
ENSG00000206560	0.16155	0.14599
ENSG00000008256	0.33057	0.32868
ENSG00000170242	0.18488	0.17903
ENSG00000117868	0.01712	0.04514
ENSG00000198561	0.34188	0.36289
ENSG00000140577	0.04074	0.03118
ENSG00000134287	-0.09493	-0.10452
ENSG00000142875	-0.00045	-0.01628
ENSG00000171988	0.36267	0.35925
ENSG00000153214	0.0489	0.07527
ENSG00000168461	0.34212	0.34134
ENSG00000170248	0.09073	0.1235
ENSG00000151553	0.0437	0.03755
ENSG00000095637	0.11456	0.1093
ENSG00000133657	0.1245	0.14085
ENSG00000065911	0.45499	0.45709
ENSG00000137075	0.4774	0.47072
ENSG00000157933	0.34759	0.3361
ENSG00000198399	0.43049	0.43013
ENSG00000138594	0.14888	0.15956
ENSG00000115993	0.11258	0.1101
ENSG00000166532	0.0746	0.05239
ENSG00000067369	0.23018	0.23745
ENSG00000146530	0.17826	0.20105
ENSG00000011523	0.48391	0.49263
ENSG00000071054	0.20975	0.20445
ENSG00000170348	0.09464	0.10116
ENSG00000178951	0.14409	0.15182
ENSG00000107929	0.22792	0.23206
ENSG00000179364	0.28057	0.28971
ENSG00000158470	0.19488	0.20502
ENSG00000151458	0.2179	0.21332
ENSG00000114554	0.2503	0.25154
ENSG00000124151	0.08195	0.07689
ENSG00000025039	0.29734	0.32355
ENSG00000162367	0.14414	0.12494
ENSG00000102471	0.02987	0.04008
ENSG00000180530	0.14953	0.16803
ENSG00000117020	0.01564	0.01693
ENSG00000151150	0.15201	0.13569
ENSG00000137942	0.37678	0.37153
ENSG00000096070	0.27517	0.29248
ENSG00000187109	0.24701	0.23876
ENSG00000131023	0.38069	0.38385
ENSG00000196227	0.33441	0.33838
ENSG00000170915	0.15065	0.18627
ENSG00000065613	0.12423	0.14937
ENSG00000067082	0.15049	0.13868
ENSG00000121749	0.31341	0.30762
ENSG00000138448	0.42445	0.41729
ENSG00000147454	-0.06032	-0.05664
ENSG00000136536	0.34076	0.33289
ENSG00000162337	0.20794	0.2147
ENSG00000131149	0.37163	0.38517
ENSG00000138593	0.05541	0.04755
ENSG00000068305	0.29075	0.29041
ENSG00000204681	0.14968	0.14275
ENSG00000037749	0.12212	0.13631
ENSG00000116191	0.06992	0.08573
ENSG00000162512	0.27345	0.27299
ENSG00000145734	0.39096	0.39653
ENSG00000050820	0.49174	0.49626
ENSG00000187678	0.1029	0.11681
ENSG00000023909	0.26504	0.27207
ENSG00000178904	0.24566	0.25525
ENSG00000007168	0.04566	0.03705
ENSG00000183579	0.2106	0.20632
ENSG00000116017	0.28537	0.28626
ENSG00000038532	0.16333	0.16016
ENSG00000113580	0.12898	0.11566
ENSG00000116604	0.1606	0.16888
ENSG00000108510	0.45372	0.44784
ENSG00000163293	0.20616	0.22781
ENSG00000139826	0.29011	0.28659
ENSG00000101346	0.33967	0.3453
ENSG00000105939	0.08354	0.12019
ENSG00000196776	0.07667	0.0739
ENSG00000124486	0.2142	0.20522
ENSG00000173276	0.23534	0.24723
ENSG00000103111	0.21618	0.21134
ENSG00000110723	0.19018	0.19676
ENSG00000011201	0.20297	0.19565
ENSG00000077147	0.12651	0.12438
ENSG00000163110	0.35212	0.36499
ENSG00000100697	0.36929	0.36658
ENSG00000165813	0.25311	0.24
ENSG00000156675	0.15958	0.17204
ENSG00000029363	0.4197	0.41614
ENSG00000182957	0.0443	0.08855
ENSG00000197860	-0.13277	-0.11887
ENSG00000100154	0.11375	0.15935
ENSG00000160218	0.24195	0.23907
ENSG00000186591	0.19329	0.1711
ENSG00000133985	0.16462	0.17715
ENSG00000078140	0.4472	0.44626
ENSG00000151692	0.10484	0.10922
ENSG00000136603	-0.009	-0.03531
ENSG00000132359	0.22034	0.21838
ENSG00000080815	0.14755	0.13597
ENSG00000183508	0.19373	0.18731
ENSG00000134243	0.0726	0.06024
ENSG00000213853	0.08861	0.09494
ENSG00000114331	0.35344	0.3499
ENSG00000183943	0.44525	0.44446
ENSG00000089057	0.01452	0.00932
ENSG00000101152	0.24425	0.24251
ENSG00000111860	0.13905	0.13324
ENSG00000006468	-0.0211	0.06198
ENSG00000127329	0.16997	0.19222
ENSG00000116852	0.34464	0.31666
ENSG00000179454	0.33777	0.34976
ENSG00000164938	0.21905	0.23005
ENSG00000109118	0.33848	0.34444
ENSG00000082258	0.45816	0.46371
ENSG00000132326	0.33826	0.33406
ENSG00000125827	0.18391	0.21
ENSG00000025293	0.0845	0.09818
ENSG00000169641	0.41564	0.42122
ENSG00000117500	0.11985	0.10029
ENSG00000163577	0.26338	0.27056
ENSG00000122779	0.42211	0.42692
ENSG00000148358	0.27068	0.27508
ENSG00000174437	0.13381	0.12169
ENSG00000166900	-0.00498	0.06907
ENSG00000108582	-0.05867	-0.06249
ENSG00000153936	0.38085	0.37718
ENSG00000165633	0.10503	0.20057
ENSG00000118217	0.08764	0.08937
ENSG00000071537	0.12619	0.09862
ENSG00000187134	0.25181	0.25256
ENSG00000048471	0.09815	0.09066
ENSG00000122068	0.21822	0.21278
ENSG00000152127	0.04969	0.08938
ENSG00000113742	0.08164	0.08779
ENSG00000187605	0.49748	0.49744
ENSG00000149289	0.22257	0.21609
ENSG00000147852	-0.04423	-0.05762
ENSG00000123575	0.12852	0.10707
ENSG00000100596	0.19308	0.21984
ENSG00000109133	0.2546	0.25015
ENSG00000135968	0.28122	0.28426
ENSG00000164327	0.23141	0.2283
ENSG00000105926	0.22607	0.22046
ENSG00000205189	0.33333	0.33575
ENSG00000088179	0.4419	0.44181
ENSG00000169359	0.07671	0.06263
ENSG00000149212	0.20212	0.19664
ENSG00000124209	0.20601	0.20745
ENSG00000083312	0.05589	0.05599
ENSG00000143970	0.49864	0.49776
ENSG00000128585	0.1746	0.15727
ENSG00000160551	0.19386	0.18865
ENSG00000078177	0.56805	0.57799
ENSG00000151422	-0.06484	-0.04057
ENSG00000118922	0.17019	0.17324
ENSG00000105810	-0.00184	-0.0154
ENSG00000106460	-0.05792	-0.05854
ENSG00000100354	0.33124	0.332
ENSG00000055609	0.47724	0.48783
ENSG00000079950	0.24235	0.26819
